,Time,Time (s),Head Temp [°F],RPM [rpm],GPS_Speed [mph],Prop Slip [% Slip]
3729,,74580,304231,8918464,30671,77000
3730,,74600,303647,8922307,30665,77014
3731,,74620,303831,8915146,30659,77000
3732,,74640,304054,8907405,30653,76985
3733,,74660,304262,8883509,30646,76927
3734,,74680,304452,8839866,30640,76818
3735,,74700,304641,8796224,30634,76708
3736,,74720,304135,8746950,30628,76581
3737,,74740,303593,8697379,30621,76452
3738,,74760,303160,8640002,30615,76300
3739,,74780,302862,8573084,30609,76119
3740,,74800,302563,8506165,30603,75938
3741,,74820,302777,8430382,30597,75724
3742,,74840,303018,8354132,30590,75508
3743,,74860,303344,8283736,30584,75306
3744,,74880,303775,8220496,30578,75120
3745,,74900,304205,8157256,30572,74935
3746,,74920,304121,8146584,30524,74941
3747,,74940,304009,8138679,30475,74957
3748,,74960,303858,8138951,30425,74999
3749,,74980,303658,8149216,30375,75071
3750,,75000,303458,8159482,30325,75143
3751,,75020,303810,8173398,30311,75197
3752,,75040,304191,8187506,30299,75250
3753,,75060,304328,8203665,30286,75309
3754,,75080,304167,8222329,30274,75375
3755,,75100,304006,8240993,30261,75441
3756,,75120,303789,8242448,30243,75460
3757,,75140,303569,8242998,30224,75477
3758,,75160,303461,8241916,30206,75489
3759,,75180,303492,8238842,30187,75495
3760,,75200,303523,8235768,30169,75501
3761,,75220,303609,8263411,30150,75598
3762,,75240,303698,8292670,30131,75699
3763,,75260,303694,8322770,30113,75802
3764,,75280,303574,8353896,30094,75907
3765,,75300,303454,8385021,30075,76012
3766,,75320,303810,8406082,30027,76110
3767,,75340,304191,8426613,29977,76207
3768,,75360,304328,8426739,29928,76247
3769,,75380,304167,8401927,29878,76217
3770,,75400,304006,8377113,29828,76186
3771,,75420,303789,8350841,29802,76132
3772,,75440,303569,8324490,29777,76076
3773,,75460,303461,8296708,29752,76016
3774,,75480,303492,8267174,29728,75951
3775,,75500,303523,8237640,29703,75885
3776,,75520,303476,8209148,29761,75753
3777,,75540,303426,8180712,29823,75618
3778,,75560,303358,8146694,29885,75465
3779,,75580,303268,8105851,29947,75290
3780,,75600,303179,8065009,30009,75114
3781,,75620,303288,8060829,29977,75129
3782,,75640,303408,8058578,29940,75152
3783,,75660,303587,8048027,29902,75151
3784,,75680,303837,8027331,29865,75118
3785,,75700,304088,8006635,29828,75085
3786,,75720,304223,7982028,29767,75059
3787,,75740,304353,7957215,29705,75033
3788,,75760,304528,7932749,29643,75009
3789,,75780,304758,7908704,29580,74985
3790,,75800,304989,7884659,29518,74962
3791,,75820,304590,7850185,29444,74914
3792,,75840,304159,7815161,29370,74866
3793,,75860,303764,7775000,29295,74800
3794,,75880,303415,7728558,29221,74713
3795,,75900,303065,7682116,29146,74626
3796,,75920,303391,7625557,29166,74418
3797,,75940,303752,7568465,29191,74203
3798,,75960,303846,7506013,29216,73966
3799,,75980,303615,7437008,29240,73701
3800,,76000,303383,7368004,29265,73435
3801,,76020,303141,7326328,29290,73260
3802,,76040,302899,7286089,29315,73090
3803,,76060,302846,7250173,29340,72935
3804,,76080,303025,7219542,29365,72796
3805,,76100,303204,7188910,29390,72658
3806,,76120,303059,7162971,29355,72591
3807,,76140,302898,7137280,29318,72527
3808,,76160,302882,7111020,29281,72461
3809,,76180,303043,7084066,29244,72391
3810,,76200,303204,7057112,29206,72321
3811,,76220,303196,7028333,29098,72311
3812,,76240,303178,6999458,28986,72303
3813,,76260,303160,6998028,28875,72404
3814,,76280,303143,7030142,28763,72636
3815,,76300,303125,7062256,28651,72867
3816,,76320,302987,7156639,28598,73266
3817,,76340,302842,7254298,28548,73674
3818,,76360,302909,7369473,28499,74128
3819,,76380,303233,7506054,28449,74638
3820,,76400,303558,7642634,28399,75147
3821,,76420,303317,7777129,28403,75564
3822,,76440,303047,7911515,28409,75977
3823,,76460,302728,8039576,28415,76357
3824,,76480,302350,8159907,28421,76698
3825,,76500,301973,8280239,28427,77038
3826,,76520,302364,8391966,28434,77334
3827,,76540,302796,8503240,28440,77627
3828,,76560,302993,8606460,28446,77893
3829,,76580,302903,8699838,28452,78124
3830,,76600,302814,8793216,28458,78355
3831,,76620,302484,8843256,28447,78485
3832,,76640,302142,8891016,28435,78610
3833,,76660,301922,8762073,28422,78273
3834,,76680,301850,8417163,28410,77370
3835,,76700,301778,8072252,28397,76468
3836,,76720,301843,7925620,28394,76030
3837,,76740,301914,7789423,28391,75616
3838,,76760,301735,7862116,28387,75815
3839,,76780,301249,8190119,28384,76764
3840,,76800,300764,8518122,28381,77712
3841,,76820,300414,8538120,28378,77771
3842,,76840,300072,8541908,28375,77783
3843,,76860,299957,8468202,28372,77584
3844,,76880,300119,8299782,28369,77126
3845,,76900,300281,8131361,28366,76668
3846,,76920,300751,8017178,28363,76333
3847,,76940,301237,7905849,28360,76004
3848,,76960,301553,7823744,28356,75759
3849,,76980,301661,7777357,28353,75617
3850,,77000,301769,7730970,28350,75474
3851,,77020,301979,7745652,28347,75523
3852,,77040,302194,7763548,28344,75583
3853,,77060,302078,7817783,28341,75751
3854,,77080,301557,7916431,28338,76054
3855,,77100,301036,8015078,28335,76356
3856,,77120,301214,8129528,28311,76702
3857,,77140,301430,8244810,28286,77050
3858,,77160,301459,8357892,28261,77382
3859,,77180,301262,8468288,28236,77694
3860,,77200,301064,8578684,28211,78006
3861,,77220,300575,8675312,28187,78266
3862,,77240,300070,8771214,28162,78524
3863,,77260,299809,8475078,28137,77595
3864,,77280,299845,7699784,28112,75217
3865,,77300,299882,6924490,28087,72839
3866,,77320,300191,6573653,28098,71304
3867,,77340,300514,6245156,28110,69812
3868,,77360,300692,6071721,28123,69023
3869,,77380,300692,6087806,28135,69091
3870,,77400,300692,6103890,28147,69159
3871,,77420,300881,6100053,28160,69126
3872,,77440,301080,6095167,28172,69087
3873,,77460,301052,6085464,28185,69024
3874,,77480,300746,6069874,28197,68931
3875,,77500,300440,6054283,28210,68838
3876,,77520,300339,6048967,28257,68757
3877,,77540,300248,6044191,28307,68678
3878,,77560,300198,6251046,28357,69525
3879,,77580,300198,6716563,28407,71505
3880,,77600,300198,7182080,28456,73486
3881,,77620,300198,7389762,28447,74228
3882,,77640,300198,7583874,28435,74906
3883,,77660,300198,7724751,28422,75390
3884,,77680,300198,7800562,28410,75639
3885,,77700,300198,7876373,28397,75887
3886,,77720,300335,8148950,28373,76672
3887,,77740,300478,8431884,28348,77486
3888,,77760,300347,8644512,28323,78083
3889,,77780,299880,8771212,28298,78415
3890,,77800,299413,8897911,28274,78748
3891,,77820,299133,8895433,28296,78726
3892,,77840,298862,8886154,28321,78685
3893,,77860,298762,8881076,28346,78654
3894,,77880,298870,8881132,28371,78635
3895,,77900,298978,8881187,28395,78617
3896,,77920,299155,8891307,28444,78605
3897,,77940,299335,8901956,28494,78593
3898,,77960,299515,8908579,28543,78571
3899,,77980,299695,8910281,28593,78538
3900,,78000,299875,8911983,28643,78505
3901,,78020,299645,8920100,28657,78514
3902,,78040,299393,8928554,28669,78525
3903,,78060,299254,8936439,28682,78535
3904,,78080,299254,8943631,28694,78543
3905,,78100,299254,8950822,28707,78551
3906,,78120,299271,8931938,28684,78522
3907,,78140,299289,8911682,28659,78492
3908,,78160,299363,8884804,28634,78446
3909,,78180,299507,8849835,28609,78379
3910,,78200,299650,8814866,28584,78313
3911,,78220,299760,8782453,28595,78224
3912,,78240,299868,8750175,28607,78134
3913,,78260,299936,8723060,28620,78057
3914,,78280,299955,8702254,28632,77995
3915,,78300,299974,8681448,28645,77933
3916,,78320,299906,8673785,28657,77904
3917,,78340,299833,8666813,28669,77876
3918,,78360,299882,8653295,28682,77832
3919,,78380,300081,8631775,28694,77767
3920,,78400,300280,8610257,28707,77702
3921,,78420,299999,8610693,28684,77721
3922,,78440,299693,8612285,28659,77745
3923,,78460,299614,8615482,28634,77772
3924,,78480,299811,8620643,28609,77805
3925,,78500,300009,8625803,28584,77837
3926,,78520,300087,8633519,28589,77853
3927,,78540,300159,8641369,28595,77869
3928,,78560,300198,8642549,28601,77867
3929,,78580,300198,8635577,28608,77844
3930,,78600,300198,8628605,28614,77822
3931,,78620,300198,8614697,28620,77781
3932,,78640,300198,8600425,28626,77739
3933,,78660,300000,8591117,28632,77710
3934,,78680,299559,8587878,28639,77697
3935,,78700,299118,8584640,28645,77684
3936,,78720,299072,8574100,28669,77638
3937,,78740,299047,8563176,28694,77590
3938,,78760,298975,8550868,28719,77538
3939,,78780,298843,8536869,28743,77482
3940,,78800,298711,8522871,28768,77425
3941,,78820,298954,8515860,28764,77410
3942,,78840,299216,8509218,28757,77398
3943,,78860,299522,8497141,28751,77370
3944,,78880,299882,8478421,28745,77325
3945,,78900,300242,8459701,28739,77280
3946,,78920,300111,8454803,28733,77272
3947,,78940,299955,8450631,28726,77265
3948,,78960,299814,8446755,28720,77260
3949,,78980,299692,8443241,28714,77255
3950,,79000,299569,8439729,28708,77251
3951,,79020,299337,8455511,28672,77321
3952,,79040,299100,8472309,28635,77396
3953,,79060,298848,8499557,28597,77497
3954,,79080,298579,8539575,28560,77631
3955,,79100,298309,8579595,28523,77766
3956,,79120,298460,8609340,28509,77853
3957,,79140,298633,8638544,28497,77937
3958,,79160,298650,8658831,28484,77999
3959,,79180,298477,8668219,28472,78032
3960,,79200,298304,8677605,28459,78066
3961,,79220,298390,8667332,28471,78031
3962,,79240,298488,8656023,28483,77993
3963,,79260,298557,8654769,28495,77980
3964,,79280,298589,8665803,28508,77998
3965,,79300,298621,8676837,28520,78017
3966,,79320,298553,8688184,28533,78036
3967,,79340,298480,8699547,28545,78055
3968,,79360,298432,8704981,28558,78059
3969,,79380,298416,8703171,28570,78045
3970,,79400,298400,8701359,28582,78031
3971,,79420,298679,8702833,28595,78025
3972,,79440,298974,8704479,28607,78020
3973,,79460,299166,8703903,28620,78009
3974,,79480,299231,8700609,28632,77991
3975,,79500,299295,8697316,28645,77973
3976,,79520,299299,8700541,28622,77999
3977,,79540,299299,8704109,28597,78027
3978,,79560,299166,8706565,28572,78052
3979,,79580,298870,8707663,28547,78074
3980,,79600,298575,8708762,28522,78096
3981,,79620,298219,8693380,28486,78085
3982,,79640,297859,8677131,28448,78073
3983,,79660,297831,8658608,28411,78055
3984,,79680,298208,8637309,28374,78030
3985,,79700,298586,8616010,28336,78004
3986,,79720,298487,8617344,28358,77991
3987,,79740,298364,8619869,28383,77978
3988,,79760,298207,8618293,28408,77955
3989,,79780,298011,8611706,28433,77919
3990,,79800,297815,8605118,28458,77882
3991,,79820,298334,8615167,28518,77861
3992,,79840,298892,8626091,28580,77841
3993,,79860,299091,8659273,28642,77878
3994,,79880,298852,8719658,28704,77983
3995,,79900,298614,8780044,28766,78088
3996,,79920,298244,8307081,28793,76687
3997,,79940,297868,7806046,28818,75208
3998,,79960,297764,7322032,28843,73545
3999,,79980,297995,6858821,28868,71657
4000,,80000,298225,6395609,28893,69770
4001,,80020,298298,6300637,28847,69374
4002,,80040,298363,6225045,28797,69057
4003,,80060,298399,6186138,28747,68921
4004,,80080,298399,6192066,28697,69004
4005,,80100,298399,6197995,28648,69087
4006,,80120,298118,6187757,28610,69077
4007,,80140,297823,6176668,28573,69062
4008,,80160,297698,6165999,28535,69049
4009,,80180,297780,6155843,28498,69038
4010,,80200,297862,6145688,28461,69028
4011,,80220,297968,6137253,28494,68949
4012,,80240,298075,6128909,28532,68866
4013,,80260,298075,6117254,28569,68765
4014,,80280,297943,6101554,28606,68644
4015,,80300,297811,6085854,28643,68523
4016,,80320,297773,6515680,28704,70340
4017,,80340,297740,6968956,28766,72259
4018,,80360,297756,7304372,28829,73589
4019,,80380,297830,7495739,28891,74199
4020,,80400,297904,7687105,28953,74808
4021,,80420,298133,8027259,28968,75801
4022,,80440,298371,8375244,28980,76813
4023,,80460,298656,8632173,28993,77532
4024,,80480,299000,8777813,29005,77891
4025,,80500,299343,8923451,29017,78251
4026,,80520,299282,8229354,28983,76151
4027,,80540,299200,7491059,28945,73922
4028,,80560,299206,6915854,28908,71963
4029,,80580,299322,6539982,28871,70333
4030,,80600,299437,6164110,28833,68704
4031,,80620,299193,6185630,28855,68799
4032,,80640,298931,6228064,28880,68986
4033,,80660,298592,6264669,28905,69141
4034,,80680,298158,6294148,28930,69259
4035,,80700,297723,6323627,28955,69377
4036,,80720,297415,6336522,28980,69413
4037,,80740,297112,6348544,29004,69445
4038,,80760,296957,6344262,29029,69397
4039,,80780,296982,6320053,29054,69254
4040,,80800,297007,6295844,29079,69110
4041,,80820,297023,6418649,29139,69622
4042,,80840,297040,6549191,29201,70168
4043,,80860,297182,6898776,29263,71450
4044,,80880,297477,7516081,29326,73632
4045,,80900,297772,8133384,29388,75814
4046,,80920,297708,8397261,29403,76554
4047,,80940,297624,8642535,29415,77217
4048,,80960,297398,8755476,29428,77521
4049,,80980,296997,8706673,29440,77385
4050,,81000,296596,8657871,29452,77249
4051,,81020,296779,8638064,29418,77223
4052,,81040,296993,8619784,29380,77204
4053,,81060,296841,8616992,29343,77226
4054,,81080,296243,8633132,29306,77297
4055,,81100,295644,8649271,29268,77368
4056,,81120,295966,8683820,29272,77455
4057,,81140,296336,8719338,29279,77542
4058,,81160,296624,8760314,29285,77642
4059,,81180,296811,8807964,29291,77758
4060,,81200,296998,8855613,29297,77874
4061,,81220,297023,8579613,29304,77117
4062,,81240,297040,8286579,29310,76314
4063,,81260,296981,7943077,29316,75251
4064,,81280,296831,7537891,29322,73871
4065,,81300,296680,7132704,29328,72491
4066,,81320,296716,6804180,29341,71060
4067,,81340,296762,6479690,29353,69626
4068,,81360,296760,6257842,29365,68609
4069,,81380,296699,6161445,29378,68099
4070,,81400,296637,6065048,29390,67590
4071,,81420,296405,6072953,29355,67671
4072,,81440,296164,6086348,29318,67783
4073,,81460,296114,6093468,29281,67862
4074,,81480,296298,6092919,29244,67900
4075,,81500,296481,6092370,29206,67938
4076,,81520,296460,6251403,29216,68711
4077,,81540,296428,6418835,29229,69523
4078,,81560,296336,6554228,29241,70156
4079,,81580,296170,6650460,29254,70572
4080,,81600,296005,6746693,29266,70988
4081,,81620,296041,6583213,29272,70229
4082,,81640,296088,6406064,29279,69408
4083,,81660,295984,6266514,29285,68739
4084,,81680,295696,6172916,29291,68254
4085,,81700,295408,6079318,29297,67768
4086,,81720,295194,6095499,29304,67847
4087,,81740,294985,6117458,29310,67956
4088,,81760,294891,6137637,29316,68055
4089,,81780,294938,6155643,29322,68142
4090,,81800,294985,6173649,29328,68228
4091,,81820,295073,6181016,29341,68253
4092,,81840,295162,6187823,29353,68274
4093,,81860,295218,6190258,29365,68273
4094,,81880,295233,6187348,29378,68245
4095,,81900,295249,6184438,29390,68217
4096,,81920,295105,6187213,29403,68218
4097,,81940,294953,6190288,29415,68220
4098,,81960,294823,6192176,29428,68216
4099,,81980,294718,6192615,29440,68205
4100,,82000,294613,6193055,29452,68194
4101,,82020,294882,6192085,29441,68201
4102,,82040,295170,6191042,29429,68209
4103,,82060,295287,6187974,29416,68207
4104,,82080,295194,6182430,29404,68192
4105,,82100,295101,6176885,29391,68176
4106,,82120,294925,6169150,29414,68112
4107,,82140,294745,6161300,29439,68044
4108,,82160,294633,6154512,29464,67982
4109,,82180,294604,6149022,29489,67926
4110,,82200,294574,6143533,29514,67870
4111,,82220,295004,6141485,29539,67833
4112,,82240,295458,6139619,29564,67796
4113,,82260,295645,6140495,29588,67773
4114,,82280,295503,6144721,29613,67768
4115,,82300,295362,6148948,29638,67764
4116,,82320,295315,6160946,29651,67812
4117,,82340,295273,6173352,29664,67863
4118,,82360,295385,6186524,29676,67918
4119,,82380,295688,6200633,29688,67978
4120,,82400,295990,6214741,29701,68037
4121,,82420,295916,6224417,29713,68074
4122,,82440,295822,6233858,29726,68109
4123,,82460,295893,6242510,29738,68140
4124,,82480,296167,6250195,29751,68165
4125,,82500,296441,6257881,29763,68191
4126,,82520,296868,6255292,29775,68165
4127,,82540,297304,6252164,29788,68136
4128,,82560,297542,6246836,29800,68095
4129,,82580,297540,6238821,29813,68041
4130,,82600,297537,6230807,29825,67986
4131,,82620,297313,6223730,29885,67886
4132,,82640,297076,6216704,29947,67783
4133,,82660,296957,6213037,30009,67697
4134,,82680,296982,6213476,30071,67632
4135,,82700,297007,6213915,30133,67568
4136,,82720,297023,6226297,30148,67616
4137,,82740,297040,6239307,30161,67670
4138,,82760,296982,6247550,30173,67700
4139,,82780,296834,6249965,30186,67699
4140,,82800,296686,6252380,30198,67698
4141,,82820,296858,6270702,30187,67804
4142,,82840,297048,6289861,30174,67915
4143,,82860,297107,6309093,30162,68026
4144,,82880,297009,6328417,30150,68137
4145,,82900,296910,6347740,30137,68247
4146,,82920,297224,6355173,30113,68310
4147,,82940,297561,6361980,30088,68370
4148,,82960,297782,6369183,30063,68432
4149,,82980,297864,6376868,30038,68496
4150,,83000,297945,6384553,30013,68560
4151,,83020,297949,6383217,30036,68530
4152,,83040,297949,6381405,30061,68495
4153,,83060,297749,6376036,30086,68442
4154,,83080,297306,6366320,30110,68368
4155,,83100,296862,6356603,30135,68294
4156,,83120,296678,6340107,30207,68134
4157,,83140,296508,6323253,30282,67971
4158,,83160,296473,6309612,30356,67823
4159,,83180,296605,6299896,30431,67694
4160,,83200,296737,6290179,30506,67565
4161,,83220,296704,6285573,30580,67462
4162,,83240,296663,6281236,30655,67360
4163,,83260,296732,6282211,30729,67286
4164,,83280,296937,6289677,30804,67245
4165,,83300,297142,6297143,30878,67205
4166,,83320,297198,6309719,30870,67279
4167,,83340,297246,6322565,30858,67358
4168,,83360,297107,6332347,30845,67422
4169,,83380,296739,6338386,30833,67466
4170,,83400,296370,6344424,30821,67510
4171,,83420,295994,6349941,30785,67576
4172,,83440,295618,6355431,30747,67644
4173,,83460,295680,6359759,30710,67705
4174,,83480,296279,6362669,30673,67759
4175,,83500,296878,6365579,30635,67813
4176,,83520,296416,6359205,30657,67758
4177,,83540,295899,6352343,30682,67697
4178,,83560,295681,6343332,30707,67624
4179,,83580,295831,6331694,30732,67539
4180,,83600,295980,6320056,30757,67453
4181,,83620,296049,6302682,30817,67298
4182,,83640,296114,6285005,30879,67141
4183,,83660,296249,6265970,30941,66974
4184,,83680,296470,6245274,31003,66798
4185,,83700,296691,6224578,31065,66622
